Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCW42,,Low Fat,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368
FDU33,,Regular,0.134057426,Snack Foods,45.3402,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804
NCU41,18.85,Low Fat,0.0520115,Health and Hygiene,190.3846,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074
FDW26,,Regular,0.18744331399999997,Dairy,220.4772,OUT019,1985,Small,Tier 1,Grocery Store,444.7544
FDI04,13.65,Regular,0.07285175599999999,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.8520000000003
FDD08,8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,1987,High,Tier 3,Supermarket Type1,721.0614
NCX29,10.0,LF,0.08965681199999999,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122
NCW53,18.35,Low Fat,0.03066757,Health and Hygiene,193.4162,OUT017,2007,,Tier 2,Supermarket Type1,2116.5782
FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,1987,High,Tier 3,Supermarket Type1,643.1628
DRN59,15.0,Low Fat,0.064271703,Hard Drinks,45.506,OUT045,2002,,Tier 2,Supermarket Type1,466.06
FDH14,17.1,Regular,0.078347922,Canned,141.8838,OUT010,1998,,Tier 3,Grocery Store,280.9676
FDM01,7.895,Regular,0.094567181,Breakfast,104.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976
FDK51,19.85,Low Fat,0.005243281999999999,Dairy,266.1884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3179.8608
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,5540.7876
FDC22,6.89,Regular,0.0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.0660000000003
FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,OUT045,2002,,Tier 2,Supermarket Type1,2241.0828
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848
FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.744
NCN54,20.35,Low Fat,0.021447102000000003,Household,76.3328,OUT017,2007,,Tier 2,Supermarket Type1,1312.9576
FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,,Tier 3,Grocery Store,171.7764
NCF54,18.0,Low Fat,0.07929947400000001,Household,170.5422,OUT010,1998,,Tier 3,Grocery Store,344.8844
FDW31,11.35,Regular,0.043122189000000005,Fruits and Vegetables,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,995.3710000000001
FDU52,,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,,Tier 3,Grocery Store,108.5254
NCN07,18.5,Low Fat,0.056816465,Others,132.1284,OUT010,1998,,Tier 3,Grocery Store,263.6568
FDR28,13.85,Regular,0.026042966,Frozen Foods,161.221,OUT017,2007,,Tier 2,Supermarket Type1,1794.3310000000001
FDF28,,Regular,0.037681359,Frozen Foods,125.1046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3859.6426
FDB15,10.895,Low Fat,0.136784873,Dairy,265.2568,OUT035,2004,Small,Tier 2,Supermarket Type1,4218.5088
NCI43,19.85,Low Fat,0.026115595,Household,49.0376,OUT017,2007,,Tier 2,Supermarket Type1,143.8128
FDW20,,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,2696.49
FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.0746
NCK17,11.0,Low Fat,0.037953762,Health and Hygiene,38.448,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
FDZ34,6.695,Low Fat,0.075864171,Starchy Foods,192.082,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87
FDY44,,Regular,0.024286377999999997,Fruits and Vegetables,194.71099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33
FDP51,13.85,Regular,0.08527498800000001,Meat,119.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.7108
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
FDS28,8.18,Regular,0.08286768900000001,Frozen Foods,58.5588,OUT017,2007,,Tier 2,Supermarket Type1,171.7764
FDA40,16.0,Regular,0.09925243800000001,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382
NCP05,19.6,Low Fat,0.0,Health and Hygiene,153.3024,OUT045,2002,,Tier 2,Supermarket Type1,2428.8384
NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,,Tier 2,Supermarket Type1,519.3240000000001
FDB59,18.25,Low Fat,0.015278898999999999,Snack Foods,199.0084,OUT046,1997,Small,Tier 1,Supermarket Type1,3174.5344
FDX47,6.55,Regular,0.034604342999999996,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.0608
NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2028,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57
FDH19,19.35,Low Fat,0.033275634,Meat,173.8738,OUT017,2007,,Tier 2,Supermarket Type1,2432.8332
FDN48,,Low Fat,0.113720344,Baking Goods,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.1628
FDB53,,Low Fat,0.138777108,Frozen Foods,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872
NCK29,5.615,Low Fat,0.12574524,Health and Hygiene,122.473,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.9029999999998
DRD49,9.895,Low Fat,0.16817143,Soft Drinks,237.7564,OUT045,2002,,Tier 2,Supermarket Type1,3813.7024
FDU57,8.27,reg,0.089554186,Snack Foods,150.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.5328
FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128
FDW45,18.0,Low Fat,0.039090105,Snack Foods,148.4418,OUT045,2002,,Tier 2,Supermarket Type1,4119.9704
FDZ33,,Low Fat,0.18803837199999998,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
FDS40,15.35,Low Fat,0.014047825,Frozen Foods,36.719,OUT045,2002,,Tier 2,Supermarket Type1,585.904
NCC54,17.75,Low Fat,0.09786283900000001,Health and Hygiene,239.3196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.2940000000003
FDW35,10.6,LF,0.011134396999999999,Breads,42.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,167.7816
FDB34,,Low Fat,0.026480953999999998,Snack Foods,87.6198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2180.495
NCA30,19.0,Low Fat,0.0,Household,189.1872,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616
FDR51,,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77
FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.4708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912
DRF37,17.25,Low Fat,0.0,Soft Drinks,263.591,OUT045,2002,,Tier 2,Supermarket Type1,788.9730000000001
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056
NCM30,19.1,Low Fat,0.067676056,Household,40.8796,OUT017,2007,,Tier 2,Supermarket Type1,371.5164
FDM39,6.42,Low Fat,0.053688479000000004,Dairy,178.3002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2328.3026
DRZ11,,Regular,0.112119359,Soft Drinks,123.0388,OUT027,1985,Medium,Tier 3,Supermarket Type3,1981.4208
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,,Tier 2,Supermarket Type1,3064.0116
NCP41,,Low Fat,0.028382853,Health and Hygiene,109.4596,OUT019,1985,Small,Tier 1,Grocery Store,647.1576
FDV40,17.35,Low Fat,0.0,Frozen Foods,72.2038,OUT017,2007,,Tier 2,Supermarket Type1,886.8456
DRI13,15.35,Low Fat,0.020326962,Soft Drinks,216.7508,OUT046,1997,Small,Tier 1,Supermarket Type1,1736.4064
NCI18,18.35,Low Fat,0.014103353999999999,Household,225.4746,OUT017,2007,,Tier 2,Supermarket Type1,1346.2476
FDD45,8.615,low fat,0.116152226,Fruits and Vegetables,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1512.6976
DRK47,7.905,Low Fat,0.06419430400000001,Hard Drinks,229.4694,OUT045,2002,,Tier 2,Supermarket Type1,2055.3246
FDE51,5.925,Regular,0.09638705300000001,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688
FDT55,13.6,Regular,0.0,Fruits and Vegetables,156.4946,OUT049,1999,Medium,Tier 1,Supermarket Type1,2998.0974
NCQ29,,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,1041.3112
FDO22,13.5,Regular,0.017960491999999998,Snack Foods,81.596,OUT017,2007,,Tier 2,Supermarket Type1,639.168
NCM18,,Low Fat,0.082440705,Household,61.3194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,,Tier 2,Supermarket Type1,2918.8672
FDS59,,Regular,0.04368089,Breads,110.15700000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306.9970000000003
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,,Tier 3,Grocery Store,211.7244
FDQ26,13.5,Regular,0.068256316,Dairy,60.9562,OUT017,2007,,Tier 2,Supermarket Type1,533.3058
NCY18,7.285,Low Fat,0.031145742999999997,Household,173.6054,OUT035,2004,Small,Tier 2,Supermarket Type1,2626.5809999999997
FDW24,6.8,Low Fat,0.06276237400000001,Baking Goods,50.4034,OUT010,1998,,Tier 3,Grocery Store,48.6034
FDT50,6.75,Regular,0.0,Dairy,96.7752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.3136
NCI43,,Low Fat,0.025842951,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,OUT013,1987,High,Tier 3,Supermarket Type1,1458.102
NCO30,19.5,Low Fat,0.015711807,Household,181.8608,OUT013,1987,High,Tier 3,Supermarket Type1,4042.7376
FDM25,10.695,Regular,0.060654268,Breakfast,174.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,3339.6528
FDE16,8.895,Low Fat,0.026397141000000002,Frozen Foods,207.8954,OUT045,2002,,Tier 2,Supermarket Type1,3542.7218
FDD40,20.25,Regular,0.014781046,Dairy,193.8162,OUT013,1987,High,Tier 3,Supermarket Type1,3463.4916
FDG50,7.405,Low Fat,0.015259084,Canned,91.0146,OUT013,1987,High,Tier 3,Supermarket Type1,729.7168
NCN26,10.85,Low Fat,0.028738057999999997,Household,117.1808,OUT045,2002,,Tier 2,Supermarket Type1,703.0848
FDL08,10.8,Low Fat,0.049819857,Fruits and Vegetables,243.2144,OUT045,2002,,Tier 2,Supermarket Type1,1225.072
NCC30,16.6,Low Fat,0.027556247000000002,Household,176.6344,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784
FDD47,7.6,reg,0.14269958800000002,Starchy Foods,171.7448,OUT045,2002,,Tier 2,Supermarket Type1,4431.5648
FDX36,9.695,Regular,0.12828324300000002,Baking Goods,226.1404,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.6059999999998
FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,,Tier 3,Grocery Store,117.8466
NCC18,19.1,Low Fat,0.177992139,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.5174
FDB32,20.6,Low Fat,0.023585598,Fruits and Vegetables,94.7778,OUT017,2007,,Tier 2,Supermarket Type1,1314.2892
FDL58,5.78,Regular,0.07414907400000001,Snack Foods,262.2568,OUT046,1997,Small,Tier 1,Supermarket Type1,5273.1359999999995
NCE31,7.67,Low Fat,0.309390255,Household,33.2216,OUT010,1998,,Tier 3,Grocery Store,138.4864
FDK15,,Low Fat,0.09793725199999999,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
NCL31,7.39,Low Fat,0.12052492199999999,Others,142.247,OUT045,2002,,Tier 2,Supermarket Type1,2433.499
FDM14,13.8,Low Fat,0.01326146,Canned,108.0254,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6778
FDM34,19.0,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.9512
NCS30,5.945,Low Fat,0.093170838,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
DRG51,12.1,Low Fat,0.011539622,Dairy,163.5526,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364
FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648
NCM05,,Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,1985,Medium,Tier 3,Supermarket Type3,6872.3876
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7488,OUT013,1987,High,Tier 3,Supermarket Type1,2263.72
FDJ07,7.26,Low Fat,0.014482278000000001,Meat,118.115,OUT018,2009,Medium,Tier 3,Supermarket Type2,1864.24
FDC58,,Low Fat,0.0,Snack Foods,45.7428,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.1992
DRC13,8.26,Regular,0.0,Soft Drinks,122.573,OUT045,2002,,Tier 2,Supermarket Type1,739.038
FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976
NCX29,10.0,Low Fat,0.08915252800000001,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306
FDN08,,Regular,0.08793675199999999,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,4124.630999999999
DRG49,,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
FDG02,7.855,Low Fat,0.011324862,Canned,189.6188,OUT017,2007,,Tier 2,Supermarket Type1,2285.0256
DRG25,10.5,Low Fat,0.019033838,Soft Drinks,185.62400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,6897.688
DRN35,8.01,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172
FDC04,,Low Fat,0.044767800999999996,Dairy,241.8854,OUT027,1985,Medium,Tier 3,Supermarket Type3,4592.0226
DRP35,,Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,OUT045,2002,,Tier 2,Supermarket Type1,2826.9868
DRI59,9.5,Low Fat,0.041065647000000004,Hard Drinks,223.5088,OUT017,2007,,Tier 2,Supermarket Type1,4697.8848
FDX35,5.035,Regular,0.080362549,Breads,229.0036,OUT017,2007,,Tier 2,Supermarket Type1,4326.3684
FDO04,16.6,Low Fat,0.0,Frozen Foods,54.6614,OUT017,2007,,Tier 2,Supermarket Type1,884.1824
NCO42,21.25,Low Fat,0.024705597000000003,Household,145.1102,OUT045,2002,,Tier 2,Supermarket Type1,1603.9122
FDX13,7.725,Low Fat,0.047977607,Canned,249.5092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.0828
FDF16,7.3,Low Fat,0.086060695,Frozen Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2808.3444
NCY53,20.0,Low Fat,0.05848134,Health and Hygiene,113.3544,OUT046,1997,Small,Tier 1,Supermarket Type1,2572.6512
DRC13,8.26,Regular,0.032625074,Soft Drinks,124.67299999999999,OUT017,2007,,Tier 2,Supermarket Type1,1847.595
FDL57,,Regular,0.11744283800000001,Snack Foods,257.7304,OUT019,1985,Small,Tier 1,Grocery Store,774.9912
FDE32,20.7,Low Fat,0.048718334,Fruits and Vegetables,38.7506,OUT013,1987,High,Tier 3,Supermarket Type1,227.7036
FDF46,,Low Fat,0.164006137,Snack Foods,113.2834,OUT019,1985,Small,Tier 1,Grocery Store,575.9169999999999
FDC16,11.5,Regular,0.020601791,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.6480000000001
NCF06,6.235,Low Fat,0.020229757,Household,260.8962,OUT049,1999,Medium,Tier 1,Supermarket Type1,5956.9126
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416
FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.3070000000002
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,,Tier 2,Supermarket Type1,2822.992
FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096
FDO52,11.6,Regular,0.077321087,Frozen Foods,169.3106,OUT045,2002,,Tier 2,Supermarket Type1,2224.4378
FDF50,,Low Fat,0.11676217300000001,Canned,198.9768,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.8432
NCT18,14.6,Low Fat,0.059405152,Household,179.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3621.952
FDJ21,16.7,Regular,0.03858813,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346
FDT46,,Low Fat,0.053939315,Snack Foods,52.1008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,,Tier 2,Supermarket Type1,838.908
FDL51,20.7,Regular,0.04745185,Dairy,214.6876,OUT013,1987,High,Tier 3,Supermarket Type1,3001.4264
FDE47,14.15,low fat,0.037877202,Starchy Foods,124.0046,OUT013,1987,High,Tier 3,Supermarket Type1,1618.5598
DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672
FDZ26,,Regular,0.143319995,Dairy,237.5222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7170.666
FDY51,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788
FDO45,13.15,Regular,0.038029746,Snack Foods,88.6856,OUT045,2002,,Tier 2,Supermarket Type1,1757.7120000000002
NCM19,,Low Fat,0.047008497,Others,112.0202,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.409000000001
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.9316
NCV41,14.35,Low Fat,0.017024598000000002,Health and Hygiene,109.8228,OUT013,1987,High,Tier 3,Supermarket Type1,2099.9332
FDT52,9.695,Regular,0.04762278599999999,Frozen Foods,246.2144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.216
FDV22,14.85,Regular,0.009995002,Snack Foods,154.463,OUT017,2007,,Tier 2,Supermarket Type1,3755.112
NCS53,14.5,Low Fat,0.08991776900000001,Health and Hygiene,160.3604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2852.2872
FDL34,16.0,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Small,Tier 1,Supermarket Type1,2258.3936
NCU53,5.485,Low Fat,0.07155776900000001,Health and Hygiene,165.7842,OUT010,1998,,Tier 3,Grocery Store,165.7842
FDI08,18.2,reg,0.066431507,Fruits and Vegetables,250.1092,OUT045,2002,,Tier 2,Supermarket Type1,4233.1564
FDO37,8.06,Low Fat,0.021420031000000003,Breakfast,232.0326,OUT045,2002,,Tier 2,Supermarket Type1,3003.4238
FDP37,,Low Fat,0.250560049,Breakfast,126.9994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982
FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,,Tier 2,Supermarket Type1,2380.9008
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1547.985
FDN02,16.5,Low Fat,0.07381378799999999,Canned,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,5383.6588
FDX48,17.75,Regular,0.038042232999999995,Baking Goods,154.2656,OUT018,2009,Medium,Tier 3,Supermarket Type2,3398.2432
FDW13,8.5,Low Fat,0.097803261,Canned,50.5324,OUT013,1987,High,Tier 3,Supermarket Type1,882.8508
FDF57,14.5,Regular,0.058918844000000005,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512
FDO31,,Regular,0.028842332000000002,Fruits and Vegetables,81.49600000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,1997.4
FDE09,8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,OUT045,2002,,Tier 2,Supermarket Type1,994.7052
FDN60,15.1,Low Fat,0.095545715,Baking Goods,157.3604,OUT018,2009,Medium,Tier 3,Supermarket Type2,4436.8912
FDK45,11.65,Low Fat,0.034049703,Seafood,112.286,OUT017,2007,,Tier 2,Supermarket Type1,452.744
DRL37,15.5,Low Fat,0.053589594000000004,Soft Drinks,44.177,OUT018,2009,Medium,Tier 3,Supermarket Type2,173.108
FDU35,,Low Fat,0.078831762,Breads,98.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.58
FDV55,,Low Fat,0.054806734,Fruits and Vegetables,145.1444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3918.8988
FDX25,,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.86599999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596
NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,1998,,Tier 3,Grocery Store,300.9416
NCW29,14.0,Low Fat,0.029026218,Health and Hygiene,131.33100000000002,OUT017,2007,,Tier 2,Supermarket Type1,3635.268
FDU34,18.25,Low Fat,0.07562026200000001,Snack Foods,123.8046,OUT017,2007,,Tier 2,Supermarket Type1,3486.1288
FDR27,15.1,Regular,0.09624984199999999,Meat,134.4942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119.9072
FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896
FDZ07,,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
FDF59,12.5,Low Fat,0.0,Starchy Foods,127.102,OUT017,2007,,Tier 2,Supermarket Type1,253.00400000000002
FDB51,6.92,Low Fat,0.038454076000000004,Dairy,61.5852,OUT046,1997,Small,Tier 1,Supermarket Type1,813.6076
FDN44,13.15,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4793.76
NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304
FDG38,,Regular,0.052473797,Canned,83.6224,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,271.6464
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,1998,,Tier 3,Grocery Store,176.437
FDH14,17.1,Regular,0.046881328,Canned,141.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1685.8056
NCT29,,Low Fat,0.063800266,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608
FDS45,,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
FDK26,5.46,Regular,0.03217132,Canned,184.824,OUT035,2004,Small,Tier 2,Supermarket Type1,4287.752
FDJ32,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,OUT045,2002,,Tier 2,Supermarket Type1,183.7608
FDI38,13.35,Regular,0.014626901000000001,Canned,207.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846
FDP58,,Low Fat,0.23661675399999998,Snack Foods,217.6482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664
FDH09,12.6,Low Fat,0.05616476,Seafood,51.8982,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.3838
FDU10,10.1,Regular,0.045878153,Snack Foods,38.5848,OUT018,2009,Medium,Tier 3,Supermarket Type2,484.7024
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,OUT045,2002,,Tier 2,Supermarket Type1,1340.2554
FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968
FDT21,,Low Fat,0.0,Snack Foods,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392
FDH12,9.6,Low Fat,0.08512595099999999,Baking Goods,107.12799999999999,OUT045,2002,,Tier 2,Supermarket Type1,1278.336
FDW15,15.35,Regular,0.055067732,Meat,146.5734,OUT013,1987,High,Tier 3,Supermarket Type1,2375.5744
FDT58,,Low Fat,0.08553847699999999,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136
